Time_index,Demand-base,Demand-1,Demand-2,Demand-3,Demand-4,Demand-5,Demand-6,Demand-7,Demand-8,Demand-9,Demand-10
224,12100,12100,12732.97798,13323.27182,12880.07907,13175.24894,13104.13971,13560.39794,12318.2495,11017.52675,13129.25558
225,13371,13371,13899.63459,14491.8076,14029.65007,14270.10727,14193.08889,14749.73119,13438.78511,11443.37484,14220.29187
226,13968,13968,14296.79428,14816.8373,14365.88081,14498.6079,14420.35626,15080.54573,13894.45049,12092.95768,14447.99483
227,14344,14344,14463.86867,15044.65268,14520.84749,14605.56564,14526.73673,15312.41575,14187.7194,12694.59737,14554.57919
228,14619,14619,14549.79264,15220.42403,14606.31396,14678.49137,14599.26887,15491.31545,14423.67191,13017.03864,14627.25035
229,14746,14746,14472.46107,15258.72058,14500.18527,14629.87421,14550.91411,15530.2936,14486.71995,13094.12372,14578.80291
230,14713,14713,14334.98271,15155.61448,14280.41434,14471.38229,14393.27759,15425.35243,14403.61117,13001.05758,14420.86426
231,14721,14721,14239.51163,15072.14764,14127.32604,14376.09267,14298.50226,15340.40006,14409.34281,12738.78028,14325.90728
232,14609,14609,14006.5622,14839.42244,13872.80501,14121.33877,14045.12333,15103.53285,14273.694,12431.38001,14072.04271
233,14477,14477,13911.09111,14746.13597,13665.24358,13920.06375,13844.93462,15008.58608,14105.56589,12239.60736,13871.47032
234,14451,14451,14020.88286,14863.97152,13650.21651,13887.00409,13812.05339,15128.51884,14018.63602,12302.59151,13838.52606
235,14397,14397,14382.71825,15146.77681,13851.2036,13973.54262,13898.12486,15416.35748,13856.23956,12652.29458,13924.7625
236,14228,14228,14779.87795,15423.69033,14007.10947,14055.21944,13979.36085,15698.19947,13612.64486,13280.256,14006.1542
237,14512,14512,15720.26809,15938.23886,14776.30771,14741.69367,14662.13005,16221.90588,14196.31686,14370.72793,14690.23202
238,14840,14840,15606.6575,15638.7402,14835.47681,14897.26856,14816.86528,15917.07677,13930.75087,14156.39379,14845.26382
239,13944,13944,14664.35794,14625.35455,13945.1228,14112.58769,14036.41947,14885.65499,13098.70781,13293.41687,14063.32217
240,12576,12576,13290.52909,13191.6888,12605.83501,12819.37137,12750.18288,13426.47302,12013.51731,12188.84401,12774.62033
241,11737,11737,11044.09457,11359.34614,10527.40311,10617.01426,11130.29845,11561.51853,11287.50959,11441.49471,10579.95141
242,10754,10754,10258.36758,10551.19072,9730.029105,9930.540033,10269.58374,10738.97965,10458.33234,10598.25909,9895.873595
243,10226,10226,9851.660779,10132.87455,9273.581794,9585.358234,9747.352338,10313.21833,10008.39861,10123.52777,9551.896788
244,9958,9958,9661.673329,9937.463945,9035.966218,9459.925975,9461.092165,10114.32983,9787.730471,9925.174691,9426.902399
245,9865,9865,9663.582751,9939.427871,8996.520155,9470.621749,9355.67879,10116.32871,9744.743171,9868.77097,9437.560835
246,10126,10126,10001.55038,10287.04272,9253.858762,9811.914176,9400.165168,10470.13037,10035.14626,10109.42684,9777.661847
247,10852,10852,11090.8754,11407.46232,10083.1653,10915.52359,9688.359532,11610.49107,11037.22798,11079.57084,10877.41868
248,12596,12596,12936.33138,13305.59649,11364.22318,12716.303,10153.53231,13542.40803,12961.14845,12940.89362,12671.91177
249,14059,14059,14011.33575,14411.28665,12557.93621,13946.31702,11004.57607,14667.77714,14097.92371,14112.21088,13897.63194
250,14654,14654,14235.69279,14642.04791,13118.63384,14370.25861,11988.11187,14902.64547,14414.11918,14484.47543,14320.09359
251,15005,15005,14340.71098,14750.06383,13471.77003,14570.56128,12603.18441,15012.58383,14635.74259,14678.12821,14519.69703
252,15348,15348,14412.31429,14823.71104,13730.04783,14719.32978,12808.20859,15087.54181,14806.73651,14845.45925,14667.94619
253,15520,15520,14364.57875,14774.6129,13849.32521,14718.35744,12926.1942,15037.56983,14843.99217,14867.08067,14666.97725
254,15549,15549,14208.96089,14614.55295,13818.33188,14617.23375,12818.84664,14874.66116,14743.68847,14759.9136,14566.20657
255,15595,15595,14115.39923,14518.3206,13825.84541,14505.4143,12356.57514,14776.71606,14662.49024,14692.22914,14454.77747
256,15473,15473,13865.265,14261.04633,13720.65591,14280.80304,11886.56688,14514.86286,14436.09046,14506.09686,14230.95031
257,15376,15376,13667.63986,14057.78002,13596.68256,14113.56003,11633.18794,14307.97884,14345.3395,14366.02762,14064.29112
258,15375,15375,13635.17969,14024.39329,13572.26357,14117.4494,11569.35966,14273.99789,14459.9723,14338.76582,14068.16692
259,15328,15328,13720.14895,14111.78798,13521.5472,14293.4435,11693.14784,14362.94803,14735.09101,14379.18849,14243.54664
260,15058,15058,13800.34466,14194.27286,13362.82376,14417.90342,12015.19054,14446.90096,15004.47809,14520.19779,14367.57208
261,14943,14943,14474.37049,14887.53862,13629.55428,15016.86677,12940.70063,15152.50539,15505.04131,14877.42135,14964.44451
262,15224,15224,14627.12422,15044.65268,13937.60926,15035.34128,13403.93922,15312.41575,15213.68295,14471.31457,14982.85454
263,14687,14687,13856.6726,14252.20867,13096.09323,14014.38103,12687.32169,14505.8679,14227.84088,13715.50471,13965.45835
264,13180,13180,12586.90723,12946.19809,11811.27857,12556.83873,11585.80028,13176.61309,12833.14183,12648.53433,12513.00417
265,12237,12237,10424.48726,10722.05225,10701.15363,10898.99376,10840.16989,11502.55158,11050.6018,10750.54913,10860.94655
266,11239,11239,9750.461434,10028.78649,9885.934977,10073.47447,10019.10608,10613.05025,10264.41186,10034.22188,10038.30906
267,10638,10638,9411.539099,9680.189681,9483.960802,9600.915724,9549.097826,10073.3528,9857.465424,9661.017266,9567.399968
268,10320,10320,9288.381405,9553.516474,9268.885834,9354.912921,9304.422745,9777.518651,9667.366032,9512.487469,9322.255934
269,10206,10206,9298.883224,9564.318066,9227.561386,9314.074511,9263.804748,9668.579723,9669.276579,9548.209825,9281.560087
270,10443,10443,9633.986716,9908.987023,9504.623026,9580.496519,9528.788827,9714.55395,10007.44334,9884.752024,9547.052044
271,11098,11098,10717.58348,11023.51485,10452.26775,10439.07547,10382.73387,10012.38698,11097.4102,10983.68451,10402.63379
272,12714,12714,12485.70789,12842.11003,12009.44809,11765.35145,11701.8517,10493.11748,12943.95353,12892.01039,11724.27989
273,14337,14337,13693.41705,14084.29302,13176.86374,13001.19953,12931.02968,11372.62442,14019.59129,14042.64629,12955.81375
274,15269,15269,14109.67096,14512.42882,13573.20276,13581.68836,13508.3855,12389.0546,14244.08052,14379.18849,13534.27616
275,15853,15853,14306.34139,14714.71316,13785.46016,13947.28936,13872.01329,13024.69826,14349.16059,14534.29872,13898.60089
276,16337,16337,14452.41214,14864.95348,13945.1228,14214.68371,14137.96446,13236.57948,14420.80609,14619.84436,14165.06179
277,16670,16670,14451.45743,14863.97152,13937.60926,14338.17128,14260.78555,13358.51112,14373.04242,14513.61736,14288.11828
278,16832,16832,14352.16751,14761.84738,13838.9941,14306.08396,14228.87141,13247.57331,14217.33287,14293.64285,14256.14297
279,17041,17041,14242.37576,14648.92165,13796.73046,14313.86271,14236.60817,12769.84113,14123.71609,14140.41274,14263.89456
280,17072,17072,14021.83757,14422.08824,13638.00701,14204.96028,14128.29351,12284.11344,13873.43447,13885.65593,14155.3723
281,16997,16997,13857.62731,14253.19063,13484.91872,14076.61099,14000.63695,12022.26023,13675.6929,13677.90223,14027.47107
282,16998,16998,13861.44615,14257.11848,13501.82417,14051.33007,13975.49247,11956.29721,13643.2136,13662.86124,14002.2784
283,16951,16951,14034.24881,14434.85375,13587.29064,13998.82354,13923.26933,12084.22549,13728.23293,13864.03451,13949.95517
284,16683,16683,14156.45179,14560.545,13601.37852,13834.49756,13759.83025,12417.03892,13808.47589,14020.0848,13786.20283
285,16483,16483,14744.55365,15165.43411,13994.89997,14110.643,14034.48528,13373.50272,14482.89886,14789.99559,14061.38428
286,16712,16712,14762.69315,15184.0914,14353.67131,14429.57154,14351.6925,13852.23434,14635.74259,14849.21949,14379.19947
287,16371,16371,13760.24681,14153.03042,13456.74296,13558.35212,13485.17522,13111.64951,13864.83701,13958.04071,13511.02138
288,14908,14908,12329.13531,12681.06812,12077.06991,12228.18677,12162.18901,11973.28769,12594.32349,12617.51228,12185.49949
289,15617,15617,10701.35339,11006.82148,10684.24818,11061.37505,11019.0825,11202.71967,10430.62942,10264.53708,11022.76099
290,14246,14246,9890.803922,10173.13503,9844.610529,10192.10033,10179.64388,10354.19536,9756.206451,9600.853298,10156.52081
291,13360,13360,9426.814472,9695.901086,9381.588874,9712.73518,9765.727147,9868.467664,9417.084422,9267.131284,9678.829074
292,12784,12784,9185.272639,9447.464488,9137.398954,9459.925975,9544.26235,9615.609419,9293.854163,9145.863285,9426.902399
293,12481,12481,9145.174785,9406.222048,9070.716322,9390.889615,9501.710162,9573.632951,9304.362169,9156.203967,9358.107038
294,12540,12540,9406.765545,9675.279867,9343.082002,9672.869113,9787.003241,9847.479431,9639.663106,9486.165733,9639.102176
295,13048,13048,10249.77518,10542.35305,10175.20611,10534.3651,10762.80228,10729.98469,10723.89833,10553.13611,10497.59077
296,14601,14601,11552.00072,11881.75037,11807.52181,12224.2974,12366.24609,12093.22045,12493.06452,12294.13095,12181.6237
297,16446,16446,12765.43815,13129.82514,13199.40435,13665.30986,13568.3454,13363.50832,13701.48528,13483.30939,13617.60575
298,17876,17876,13335.4005,13716.05695,13818.33188,14306.08396,13976.45957,13960.17382,14117.98445,13893.17643,14256.14297
299,19077,19077,13694.37176,14085.27498,14249.421,14752.38944,14195.02308,14335.96315,14314.77075,14086.8292,14700.89045
300,20249,20249,13956.91723,14355.31476,14629.79376,15146.1884,14359.42926,14610.80907,14460.92757,14230.65869,15093.3147
301,21149,21149,14078.16551,14480.02404,14855.19984,15379.55074,14351.6925,14737.73792,14459.9723,14229.71863,15325.8624
302,21644,21644,14046.66005,14447.61927,14911.55136,15437.89133,14250.14751,14704.75641,14360.62387,14131.95218,15383.99932
303,22173,22173,14054.29774,14455.47497,14926.57843,15453.44882,14206.62822,14712.75192,14250.76744,14023.84505,15399.5025
304,22539,22539,13947.37013,14345.49514,14796.96994,15319.26547,14043.18914,14600.81468,14030.0993,13806.69073,15265.78757
305,22768,22768,13821.3483,14215.87604,14652.33437,15169.52463,13885.55262,14468.88863,13865.79229,13645.00006,15116.56947
306,22929,22929,13796.52582,14190.34501,14636.36811,15152.9948,13902.96034,14442.9032,13869.61338,13648.76031,15100.09734
307,22733,22733,13744.97144,14137.31901,14680.51013,15198.69492,13990.966,14388.93346,14042.51785,13818.91153,15145.63793
308,22093,22093,13583.62531,13971.36729,14570.62467,15084.93078,14005.47242,14220.02815,14164.79284,13939.23947,15032.27092
309,21097,21097,13854.76318,14250.24474,14575.32063,15089.7925,14410.68531,14503.86902,14753.24121,14518.31767,15037.11567
310,20633,20633,14167.90832,14572.32855,14679.57094,15197.72258,14780.11567,14831.68525,14771.3914,14536.17884,15144.66898
311,19899,19899,13312.48744,13692.48985,13740.37894,14225.37949,13856.53977,13936.18727,13768.35441,13549.11374,14175.72023
312,18049,18049,12006.44306,12349.16468,12314.68549,12749.36267,12435.87694,12568.95375,12336.3997,12139.96078,12704.85602
313,17908,17908,11854.64404,11722.67239,10667.34272,11607.83187,12008.42087,11248.6939,10707.65868,10204.37311,11005.31991
314,16409,16409,10945.75936,10753.47507,9816.434769,10648.12924,11087.74626,10354.19536,9896.63163,9440.102694,10127.45235
315,15441,15441,10350.97453,10245.80028,9361.865842,10145.42786,10485.24596,9867.468225,9432.368795,8969.131628,9658.481151
316,14813,14813,10005.36922,9992.453864,9111.101578,9894.563339,10135.15751,9610.61222,9190.684644,8702.154017,9399.771834
317,14438,14438,9828.74772,9893.275617,9053.810866,9796.356686,9956.244898,9539.652001,9150.563164,8587.466452,9340.66596
318,14473,14473,9851.660779,10159.38755,9301.757554,10059.86166,9979.455182,9821.493998,9412.308055,8606.267692,9596.468431
319,15060,15060,9954.769546,10969.50689,10047.476,10862.04472,10083.90146,10750.97293,10255.8144,8808.381024,10365.81374
320,16693,16693,10401.5742,12745.87767,11678.8525,12621.01338,10536.50201,12538.97056,11558.80721,9078.178821,12048.87772
321,18825,18825,11280.86285,14263.99222,13138.35687,14124.2558,11427.19667,13981.16206,12772.95961,9769.124397,13554.62408
322,20523,20523,12497.16442,14963.14976,13828.66299,14816.56409,12659.27593,14510.8651,13343.25778,10712.94665,14266.80141
323,22027,22027,13595.08184,15442.34763,14302.95495,15291.06752,13771.43539,14813.69533,13702.44055,11422.69347,14756.12053
324,23329,23329,14388.44652,15866.55558,14699.29397,15711.11974,14575.09149,15082.54461,13965.14071,11812.8192,15165.0169
325,24247,24247,14983.23135,16140.52321,14913.42975,15982.40346,15177.59178,15169.49587,14086.46043,12019.63285,15385.93722
326,24873,24873,15412.85121,16268.17838,15001.71379,16108.80806,15612.78462,15070.55134,14054.93641,12067.57601,15477.0184
327,25429,25429,15578.01618,16450.82347,15079.66673,16289.66388,15780.09208,15088.54125,14062.57859,11969.80956,15557.44115
328,25782,25782,15686.85321,16422.34654,14989.5043,16261.46593,15890.34093,14941.62362,13955.58798,11891.78441,15464.42207
329,26025,26025,15809.05619,16319.24044,14863.65257,16159.3699,16014.12912,14861.66844,13829.4919,11920.92634,15334.58293
330,26169,26169,16028.63968,16360.48288,14892.76752,16200.20831,16236.56101,15019.57991,13804.6548,12113.63905,15364.62035
331,25955,25955,16198.5782,16335.93381,14933.15278,16175.89974,16408.70395,15268.4404,13753.07004,12405.05827,15406.28514
332,25360,25360,16010.50017,16090.4431,14836.416,15932.81396,16218.1862,15260.44488,13591.62884,12521.62596,15306.48342
333,24557,24557,15808.10148,15886.19483,14778.1861,15730.5666,16013.16202,15347.39614,13862.92647,12980.37622,15246.4086
334,24115,24115,16021.00199,16158.19854,14832.65923,15999.90563,16228.82425,15299.42303,14176.25612,13169.32868,15302.60763
335,23228,23228,15295.42178,15480.64418,13925.39976,15328.9889,15493.83191,14261.00518,13320.33122,12415.39895,14366.60313
336,21238,21238,13742.1073,13897.72008,12444.29398,13761.57183,13920.36805,12782.83385,12013.51731,11370.05,12838.57095
337,17331,17331,11682.7961,12447.36097,11492.89249,11692.42572,12125.43939,12230.14369,11404.05293,10572.87741,11961.67233
338,15816,15816,10729.99472,11417.28195,10555.57887,10675.35484,11151.57454,11232.70286,10461.19816,9787.925637,10934.58666
339,14824,14824,10156.21353,10771.1504,9991.124481,10126.95334,10560.67939,10632.0396,9967.321856,9269.011408,10290.23574
340,14206,14206,9852.61549,10399.96844,9692.461425,9823.582293,10227.03155,10314.21777,9720.861338,8953.150573,9907.50098
341,13880,13880,9743.778458,10212.41354,9585.393538,9693.288318,10114.84851,10200.28165,9624.378733,8779.239102,9674.953279
342,13927,13927,9970.044919,10243.83635,9807.982041,9906.231456,10311.16883,10437.14886,9883.257803,8767.018296,9586.778943
343,14572,14572,10595.38049,10396.04059,10423.1528,10560.61836,10918.5046,11091.78187,10671.3583,8920.248403,9483.101427
344,15895,15895,12138.19315,10980.30848,11940.88707,12225.26974,12293.71395,12706.87643,12399.44774,9137.402727,9919.128365
345,17670,17670,13687.68879,12091.89042,13465.19568,13708.09296,13798.51406,14328.96708,13876.30029,9798.26632,10914.23873
346,19275,19275,14577.47926,13384.15351,14340.52263,14464.57589,14768.51052,15260.44488,14556.4549,10722.34727,12140.92785
347,20736,20736,15135.03036,14461.36675,14889.01075,15060.6222,15458.04939,15844.11767,15022.62828,11512.93942,13187.3925
348,22124,22124,15597.11039,15226.3158,15343.57968,15616.80246,16044.10907,16327.84649,15435.30636,12010.23223,13889.88035
349,23160,23160,15915.02909,15724.17096,15656.33062,15936.70333,16412.57233,16660.65991,15701.82762,12337.37381,14362.72734
350,23859,23859,16069.69224,16006.97626,15808.47972,16073.80371,16581.81399,16822.56914,15826.01315,12501.88466,14640.81563
351,24465,24465,16269.2268,16097.31684,16004.77085,16272.1617,16841.96259,17031.45204,16003.69399,12484.96354,14718.33153
352,24876,24876,16298.82283,16135.61339,16033.8858,16282.85748,16924.16568,17062.43467,15975.99106,12445.48094,14754.18263
353,25033,25033,16227.21952,16137.57732,15963.4464,16159.3699,16909.65926,16987.4767,15875.68736,12497.18435,14857.86015
354,25007,25007,16228.17423,16238.71949,15964.38559,16050.46748,16879.67931,16988.47614,15915.80884,12761.34177,15052.61885
355,24683,24683,16183.30283,16232.82771,15920.24357,15759.73689,16753.95693,16941.50247,15891.92701,13079.08273,15187.30272
356,23873,23873,15927.44033,16030.54337,15668.54011,15295.92923,16397.09881,16673.65263,15653.10868,13319.73861,15083.62521
357,23055,23055,15736.49817,15760.50359,15480.70171,15010.06036,16053.78002,16473.76469,15454.41183,13497.41032,14876.27018
358,22857,22857,15955.12694,15922.52746,15695.77668,15152.02246,16022.83297,16702.63638,15719.02254,13297.17712,15003.20246
359,21979,21979,15629.57056,15451.18529,15375.51221,14703.77229,15642.76457,16361.82744,15059.88394,12395.65765,14647.59827
360,20209,20209,14232.82866,14191.32697,14001.47432,13470.84124,14244.34493,14899.64715,13519.98335,11307.06584,13265.87735
361,18350,18350,15621.93287,12016.27928,14667.36144,15641.11103,16132.11473,13084.66464,11861.62886,10694.14541,11857.02587
362,16750,16750,14293.93015,11036.28036,13379.72921,14306.08396,14783.01695,12026.25799,10952.20865,9853.729978,10890.01501
363,15706,15706,13445.19224,10446.1207,12547.6051,13370.6899,13822.69144,11333.64627,10357.07337,9390.279408,10307.67681
364,14975,14975,12881.91287,10133.85651,12006.63051,12720.19237,13183.44152,10900.88888,10011.26443,9145.863285,9999.551111
365,14480,14480,12519.12276,10021.91275,11722.05533,12299.16781,12749.21578,10662.02279,9834.538864,9079.118883,9889.090953
366,14288,14288,12384.50854,10254.63794,11777.46766,12062.88844,12507.44199,10617.048,9857.465424,9351.736865,10118.73181
367,14359,14359,12436.06292,10897.8236,12254.5772,11856.75171,12320.79262,10702.99982,9960.634942,10184.63181,10753.39324
368,14819,14819,12906.73535,12484.67555,13713.14237,12303.05719,12694.09136,11232.70286,10407.70286,11818.45958,12319.21442
369,16161,16161,13802.25408,14078.40124,15445.95161,13554.46275,13896.19067,12370.06525,11287.50959,13211.63147,13891.81824
370,17879,17879,14997.55201,14993.59061,16788.99617,15200.63961,15519.94348,13703.31782,12504.5278,13831.13234,14794.87848
371,19553,19553,16080.19406,15567.05691,17916.96576,16793.3376,17124.35439,14717.74912,13603.09212,14262.6208,15360.74455
372,20978,20978,17026.31247,16042.32692,19017.69878,18070.02408,18529.54369,15356.39109,14396.92426,14643.34591,15829.71575
373,22048,22048,17720.38722,16369.32055,19862.97158,19083.20559,19661.04505,15748.17146,14992.05954,14868.9608,16152.37568
374,22715,22715,18155.73535,16528.39853,20327.87162,19789.12668,20320.60396,15949.05884,15421.93253,14925.36452,16309.34538
375,23076,23076,18349.54164,16733.62876,20824.70418,20252.93433,20446.32634,16052.00113,15587.19482,14940.40551,16511.85567
376,23292,23292,18476.51818,16764.06961,21168.44846,20452.26467,20475.33919,16149.94622,15696.09598,14810.67695,16541.89308
377,23314,23314,18524.25372,16690.4224,21383.52342,20155.70002,20498.54948,16287.8689,15818.37096,14665.9074,16469.22192
378,23128,23128,18392.50363,16691.40436,21534.73334,19808.57354,20520.79266,16497.75124,16038.08383,14649.92635,16470.19087
379,22693,22693,17833.99781,16645.25211,21350.6517,19714.25626,20509.18752,16588.70025,16208.12248,14694.10926,16424.65028
380,21926,21926,16973.80337,16382.08607,20749.56882,19554.79199,20176.50678,16375.81959,16019.93363,14584.12201,16164.97201
381,21169,21169,16217.67242,16185.6935,19814.13359,19093.90136,19880.57565,15865.1059,15817.41569,14588.82232,15971.18226
382,21051,21051,15823.37685,16410.56299,19378.34851,18806.08781,19938.60137,15813.13504,16030.44164,14693.1692,16193.07153
383,20272,20272,15458.67733,16075.71366,18688.98158,18304.35877,19215.21417,15480.32162,15304.43391,13753.10719,15862.66
384,18845,18845,14335.93742,14639.10202,16951.47638,16741.80342,17722.9863,14355.95195,13750.20422,12326.09306,14445.08798
385,17061,17061,14881.07729,13889.86438,13698.1153,16589.14555,16499.6109,13967.1699,11960.97728,12075.09651,13234.87099
386,15785,15785,13637.08911,12786.13815,12489.3752,15348.43576,15265.59745,12931.75037,10911.1319,11071.11028,12174.84106
387,14978,14978,12772.12113,12122.33126,11757.74463,14563.75488,14485.15163,12258.128,10262.50131,10507.07307,11418.09208
388,14518,14518,12205.02291,11738.38379,11291.9054,14116.47706,14040.28785,11807.3807,9910.96073,10194.03243,10932.64876
389,14290,14290,11863.23644,11596.98115,11085.28316,13894.78283,13819.79015,11565.51629,9791.551564,10079.34486,10644.87098
390,14467,14467,11774.44834,11804.1753,11207.37812,14066.88756,13990.966,11498.55383,9954.903303,10287.09856,10519.87659
391,15199,15199,11888.05892,12470.92807,11854.48141,14778.64271,14698.87967,11583.5062,10522.33566,11113.41307,10366.78269
392,16519,16519,12331.99945,13977.25907,13073.55262,16062.13559,15975.44531,11786.39246,12082.29699,12863.80853,10827.03334
393,18333,18333,13415.59621,15645.61394,14595.04366,17825.96597,17729.75597,12539.97,13608.82376,14443.11271,11867.6843
394,19770,19770,14803.74572,16592.22611,15679.81042,19223.223,19119.47175,13633.35704,14539.25998,15372.83403,13137.97612
395,20800,20800,16061.09984,17107.75661,16460.27897,20224.73638,20115.57978,14617.80515,15157.32182,16147.44513,14261.95667
396,21402,21402,16962.34684,17475.01071,17118.65256,20810.08693,20697.77108,15304.42023,15606.30028,16906.07517,15071.99782
397,21864,21864,17436.83811,17555.53166,17533.77542,21259.30944,21144.56906,15811.13616,15831.74479,17535.91672,15620.42282
398,22141,22141,17631.59912,17496.61389,17790.17484,21528.64848,21412.45442,16105.97087,15911.03247,17986.20642,15985.7165
399,22413,22413,17639.2368,17453.40753,18053.1486,21793.1258,21675.50431,16138.95238,16028.53109,18386.67283,16215.35735
400,22516,22516,17503.66787,17383.68816,18046.57425,21893.27714,21775.11512,16084.98264,16023.75473,18576.56536,16470.19087
401,22558,22558,17087.41396,17351.28339,17859.67505,21934.11555,21815.73311,16007.02634,15986.49907,18739.19609,16733.74493
402,22468,22468,16734.17096,17235.41177,17693.43806,21846.60467,21728.69455,16166.9367,15933.00376,18863.28427,16974.04422
403,22078,22078,16574.73426,17131.32371,17506.53885,21467.39086,21351.52743,16383.81511,15708.51453,18721.33491,16976.95107
404,21232,21232,16309.32465,16771.92531,17188.15277,20644.7886,20533.3649,16290.86722,15217.50404,18213.70142,16803.50924
405,20336,20336,16082.10348,16357.537,16947.71961,19773.56919,19666.84762,16055.99889,14755.15175,17833.91637,16514.76251
406,20095,20095,16085.92232,16287.81763,17040.69962,19539.2345,19433.77768,16234.8986,14692.10371,17597.96081,16628.12952
407,18973,18973,15503.54873,15742.82826,16280.8933,18448.26555,18348.69689,15743.17426,14419.85082,16338.27772,16389.76812
408,17021,17021,14490.60057,14226.67763,14872.1053,16550.25183,16460.92709,14561.83653,13188.5035,14608.56362,15113.66262
409,15349,15349,17518.94324,13722.93069,17234.17317,16890.57191,15303.31416,15182.48859,11689.67966,11503.5388,15132.07265
410,14020,14020,15991.40596,12705.61719,15731.46598,15562.35124,13980.32795,13806.26011,10736.31688,10565.35692,13803.64391
411,13176,13176,14994.68788,12043.77424,14750.94953,14744.6107,13121.54743,12959.73468,10162.19761,10000.37965,12945.15531
412,12632,12632,14296.79428,11600.909,14064.40018,14218.57308,12573.20446,12424.03499,9858.420697,9701.439933,12387.04083
413,12363,12363,13824.21243,11363.27399,13599.50014,13978.40434,12290.81267,12167.17899,9749.519538,9594.272864,12093.44936
414,12486,12486,13640.90796,11297.48248,13419.17528,14107.72597,12374.94995,12271.12072,9975.919316,9817.06756,12150.61734
415,13176,13176,13708.69242,11380.94932,13485.85791,14855.45781,13057.71915,12872.78342,10601.62334,10432.80818,12642.8433
416,14475,14475,14147.85939,11580.28778,13917.88623,16162.28693,14246.27912,14110.08978,12145.34503,11951.94838,14147.62071
417,16216,16216,15429.08129,12320.68776,15178.28189,17850.27455,15884.53836,15780.15353,13695.75364,13477.66902,15935.33116
418,17705,17705,17069.27445,13394.95511,16791.81374,19237.80814,17178.51172,16994.47277,14586.06837,14353.80682,17320.92787
419,18961,18961,18667.46034,14362.1885,18364.02115,20366.69848,18296.47375,17985.91696,15143.94799,14902.80303,18484.63532
420,20174,20174,20027.92323,15036.79698,19702.36975,21267.08818,19192.97098,18885.4127,15606.30028,15357.79304,19620.24326
421,21080,21080,21049.46379,15534.65214,20707.30518,21857.30044,19813.84609,19562.03338,15924.4063,15670.83369,20492.29714
422,21714,21714,21686.2559,15824.33117,21333.74625,22005.09659,20171.6713,20040.765,16079.16058,15823.12374,20971.92677
423,22297,22297,22030.9065,15856.73595,21672.79456,21868.96856,20426.98443,20542.48373,16278.8127,16019.59669,21484.50066
424,22616,22616,22237.12403,15803.70995,21875.66003,21394.46513,20489.84562,20833.32069,16308.42618,16048.73862,21839.1359
425,22770,22770,22258.12767,15727.11685,21896.32226,20782.86132,20421.18186,21003.22544,16236.78068,15978.23397,22061.02516
426,22694,22694,22080.55146,15884.23091,21721.63254,20406.56454,20386.36643,21063.19182,16237.73595,15979.17403,22217.02591
427,22359,22359,21665.25226,16097.31684,21313.08402,19973.87187,20168.77002,20835.31957,16192.8381,15934.99111,22027.11196
428,21749,21749,20932.98907,16005.9943,20592.72376,19427.41505,19667.81471,20224.66191,15936.82485,15683.0545,21406.98476
429,21217,21217,20210.27299,15775.23303,19881.75542,19041.39484,19344.80492,19610.00649,15745.77019,15495.04209,20441.9118
430,21288,21288,20097.61712,15951.00438,19770.93076,19051.11827,19489.8692,19690.9611,15964.52778,15710.31629,19992.31958
431,20256,20256,19353.8974,15467.87866,19039.3002,18336.44609,18462.81412,18780.47153,15638.77958,15389.75515,19281.1112
432,18409,18409,17991.52509,14307.19858,17699.07321,17045.17446,16801.3446,17049.44196,14241.2147,14014.44443,17488.55601
433,17371,17371,14503.01181,17057.6765,16023.55469,14665.85091,15166.95374,15340.40006,14918.50349,14680.94839,17780.20958
434,16005,16005,13188.37504,15716.31526,14825.1457,13394.02614,13865.24362,14012.14469,13608.82376,13392.12338,16229.89158
435,15164,15164,12379.73499,14890.48451,14067.21775,12618.09635,13058.68624,13168.61758,12762.4516,12559.22844,15218.30908
436,14623,14623,11868.01,14359.24262,13635.18944,12089.14171,12564.5006,12624.92238,12212.21417,12017.75272,14510.00755
437,14376,14376,11622.64932,14116.69779,13421.05366,11780.90894,12336.26614,12356.07309,11922.76635,11732.91393,14030.37792
438,14509,14509,11721.93924,14247.29885,13587.29064,11734.23648,12437.81113,12479.00418,11979.12747,11788.37759,13844.33976
439,15278,15278,12296.67515,15002.42828,14274.77919,11980.23928,13186.34281,13168.61758,12464.40632,12265.92909,13913.13512
440,16622,16622,13478.60712,16322.18633,15514.51262,12418.76601,14441.63235,14466.88976,13947.94579,13725.84539,14358.85154
441,18358,18358,15073.92887,18026.87382,17218.20691,13397.91551,15833.28232,16206.91428,15710.42508,15460.2598,15659.18077
442,19785,19785,16233.9025,19428.1348,18567.82581,14711.55103,16971.55335,17695.08001,17076.46593,16804.54847,17323.83472
443,20946,20946,17180.97562,20568.19366,19535.19357,15885.16915,18014.08195,18950.37628,18223.74919,17933.56295,18945.85493
444,21872,21872,18040.21534,21477.49125,20100.58715,16778.75245,18991.81518,20162.69664,19343.32952,19035.31562,20326.6069
445,22479,22479,18686.55455,22073.54269,20534.49386,17328.1263,19680.38695,21068.18902,20203.07552,19881.37143,21363.38206
446,22631,22631,19143.86103,22222.80104,20794.65004,17690.81028,20110.74431,21701.83379,20675.93581,20346.70212,22009.67088
447,22491,22491,19623.12585,22085.32624,21050.11026,17891.11296,20524.66105,22284.50714,21181.2754,20843.99492,22359.46138
448,22003,22003,19900.94669,21606.12838,21146.84704,17988.34726,20728.71813,22603.32841,21530.90543,21188.05762,22568.75431
